,ParentProductNumber,ParentProductNumberSubs,prdictProbaMean,prdictProbaStd,countRows,rankMeanAndStd
486,4101730002718,4101730040024,0.408127502218248,0.381391024575275,3,1
487,4101730002718,7610400068505,0.36254779827676,0.0763494455111465,4,2
488,4101730002718,8000500037874,0.307038956830239,0.00801703374034804,4,3
489,4101730003555,4101730040024,0.321734944301364,0.227592526520132,3,1
490,4101730003555,4101730040048,0.202965125646257,0.00597137004645469,3,2
491,4101730040024,4101730040017,0.668067810235218,0.0147838926311543,3,1
492,4101730040024,4101730040048,0.631474533073137,0.349799411099052,38,2
493,4101730040024,4101730040093,0.379531886340287,0.376394200628707,11,3
494,4101730040093,4101730040048,0.626507358808905,0.349913932373897,25,1
495,4101730040093,4101730040024,0.512553909944931,0.419011489257318,14,2
496,5000159020312,4014407,0.580041908107911,0.251958459989971,11,1
497,5000159020312,5000159486972,0.564579377258902,0.219507820382577,4,2
498,5000159020312,4022309,0.562001996917782,0.229502891306232,6,3
499,5000159376655,2752332,0.765662501054084,0.00701746568875762,3,1
500,5000159376655,5000159376792,0.79550936423413,0.101582037440174,29,2
501,5000159376655,4009900532327,0.792877258595503,0.142618920065839,75,3
502,5000159376792,5000159376655,0.775316218584707,0.101723534321425,33,1
503,5000159376792,4009900532327,0.746056128906428,0.120279000552246,47,2
504,5000159376792,4009900465304,0.664784948987728,0.073215984003907,14,3
505,5000159407236,5000159459228,0.906640876079756,0.00477028654558308,5,1
506,5000159407236,5000159461122,0.701494151818871,0.350658752392498,24,2
507,5000159407236,5000159468510,0.372131620699161,0.0117089741771487,3,3
508,5000159409179,5000159442572,0.566394882933062,0.0720721211021951,12,1
509,5000159409179,5000159452977,0.55767434176941,0.127711042382999,9,2
510,5000159409179,5000159468534,0.530431642132126,0.101526531578533,17,3
511,5000159442572,5000159409179,0.604107907565711,0.19770491051398,22,1
512,5000159442572,5000159492317,0.524344486192461,0.0810770040629898,10,2
513,5000159442572,5000159462594,0.474556302599533,0.117444617997356,32,3
514,5000159452977,7290107951579,0.640740035432301,0.15220578051067,3,1
515,5000159452977,7290100850459,0.660396267191794,0.366446526385182,229,2
516,5000159452977,5000159442572,0.629408219902393,0.262980310172391,45,3
517,5000159458771,5000159468534,0.503923129066053,0.172568418256005,3,1
518,5000159458771,40111216,0.462824502383572,0.0110513258893023,7,2
519,5000159459228,40111216,0.935039793654057,0.00156957787247901,3,1
520,5000159459228,5000159486972,0.776600896524224,0.327132233762082,82,2
521,5000159459228,5000159407236,0.749482638636573,0.331089699798594,14,3
522,5000159461122,5000159468534,0.792515493972155,0.00952581427622795,6,1
523,5000159461122,5000159459228,0.748696544787508,0.336529541822864,13,2
524,5000159461122,5000159407236,0.741961596537411,0.354494670534865,16,3
525,5000159462594,5000159468534,0.614906710885379,0.227051755983857,5,1
526,5000159462594,5000159442572,0.58128397363494,0.0674056481102491,8,2
527,5000159462594,5000159492317,0.565286171264886,0.0125771789050464,3,3
528,5000159468510,5000159468534,0.662903027723757,0.0352534446728071,9,1
529,5000159468534,5000159458771,0.802193561153883,0.00438996045828938,3,1
530,5000159468534,5000159409179,0.593323813785833,0.0468614106391358,9,2
531,5000159468534,5000159462594,0.607001161632396,0.260693612448646,7,3
532,5000159486972,5000159461122,0.944334119120829,0.00231797002621098,6,1
533,5000159486972,5000159459228,0.827147298122573,0.249603811244171,188,2
534,5000159492317,5000159442572,0.639632785964903,0.0311025179043342,5,1
535,5000159492317,5000159462594,0.577694729518067,0.0156127911435628,12,2
536,5000159492539,5000159461122,0.466271787005806,0.0861707401398692,4,1
537,5000159516563,8719900516413,0.504314351541139,0.0954991626427704,7,1
538,5000159528481,5000159528320,0.204244301121895,0.00264388872422308,3,1
539,5000189974579,7613036710879,0.854440084743296,0.18388877282569,76,1
540,5000189974579,7290100850459,0.730328121783507,0.150831356566149,4,2
541,5000189974579,5000159409179,0.551009093224991,0.0898566526719503,4,3
542,5413548280189,4008400284620,0.75027160465181,0.00850857946831794,9,1
543,5413548280189,8000500217740,0.626204378680518,0.00388945419717633,14,2
544,5413548280189,8000500256213,0.577247776906859,0.0107513130220169,6,3
545,7290010116348,7290100850411,0.886520330012729,0.0534567093165694,12,1
546,7290010116348,7290100850459,0.874630865984296,0.142920780062762,44,2
547,7290010116348,7290106665507,0.845324866012272,0.00994116932545183,4,3
548,7290015139229,7296073389163,0.700672773091404,0.168687143452483,3,1
549,7290016408294,7296073384137,0.768314838626758,0.0499480315143974,52,1
550,7290016408294,7296073220480,0.741660719540476,0.0250085748959481,28,2
551,7290016408294,7296073384144,0.728836579195513,0.0470026281809634,9,3
552,7290100249086,72909799,0.757687464358043,0.0108196797919959,30,1
553,7290100249086,161631,0.664495899954466,0.0711710784082973,7,2
554,7290100249086,161648,0.63665634995802,0.0920367861109639,5,3
555,7290100850336,7290100850459,0.82701410508738,0.166761536564993,26,1
556,7290100850336,7290100850411,0.781496111166053,0.23318112400947,81,2
557,7290100850336,7290100850466,0.774226991641574,0.218947825004938,103,3
558,7290100850343,7290100850336,0.70305886606741,0.215349557447827,16,1
559,7290100850343,7290106665507,0.644402012765073,0.194220184608889,56,2
560,7290100850343,7290100850411,0.638338843676739,0.228636004935943,37,3
561,7290100850411,7290105961280,0.822259588843616,0.0434151228470283,3,1
562,7290100850411,7290107951586,0.796791276650013,0.00925300219019921,6,2
563,7290100850411,7290107951579,0.795939272986685,0.0671322807429133,133,3
564,7290100850459,7290100850411,0.832261666325836,0.183944526998421,292,1
565,7290100850459,7290100858653,0.798714995580904,0.25211140158361,48,2
566,7290100850459,7290106665507,0.745389158919707,0.199144543671537,53,3
567,7290100850466,7290107951586,0.868759259347148,0.0319740878462102,4,1
568,7290100850466,7290100850459,0.841894318187754,0.160875281656758,45,2
569,7290100850466,7290100850411,0.783398181414837,0.200265329081926,29,3
570,7290100852576,170077,0.757041518211294,0.232414375223301,81,1
571,7290100852576,5197635,0.762524870678104,0.307331577222565,98,2
572,7290100852576,178134,0.734155613804236,0.321082084312145,231,3
573,7290100854266,7290100859162,0.77749180396521,0.018850693700291,6,1
574,7290100854266,8748384,0.73176178547049,0.0146180979634336,16,2
575,7290100854266,7296073161493,0.568478133022878,0.00369482392262515,19,3
576,7290100857045,7290105961525,0.773856440927083,0.0591537212097232,7,1
577,7290100857045,8748384,0.795564198366287,0.223855355879057,59,2
578,7290100857045,3046920029780,0.583107466959637,0.143756437464221,3,3
579,7290100858226,7290103403874,0.647367953775616,0.232230456161888,39,1
580,7290100858226,7290100858219,0.637490730713459,0.190094478600417,22,2
581,7290100858653,7290100850459,0.85282894997318,0.17198555236222,73,1
582,7290100858653,7290100850411,0.838673256233314,0.151989792457649,68,2
583,7290100858653,7290100850343,0.764181014855303,0.0135621965457663,6,3
584,7290100859162,7290100854266,0.863084784553833,0.0120427527607162,72,1
585,7290100859162,170077,0.466082044623907,0.0105501327029967,3,2
586,7290100859162,7296073156611,0.436300910018199,0.0308908237852291,14,3
587,7290101980919,8000500026731,0.758044710942831,0.0135755146460944,28,1
588,7290101980919,7296073388548,0.71956663767142,0.010227254838813,4,2
589,7290101980919,7296073388531,0.708585854217846,0.00173919381014231,3,3
590,7290102035007,5199288,0.817373638717156,0.268913468094438,4,1
591,7290102035007,7290104060403,0.744431551194527,0.185806037629077,196,2
592,7290102035007,8754415,0.695692590377239,0.128022240779074,18,3
593,7290103402815,7290107958578,0.831460700530046,0.125085300490881,52,1
594,7290103402815,7290103407223,0.779429824374252,0.167242562633503,122,2
595,7290103402815,7290103402853,0.721865631120023,0.154562041469771,7,3
596,7290103403874,7290100858226,0.839797223471026,0.0303761338499441,9,1
597,7290103407223,7290104060984,0.849972284467158,0.0273466966621021,12,1
598,7290103407223,7290107958578,0.853591118564323,0.153146696257388,36,2
599,7290103407223,7290103402815,0.833782659936858,0.19219297737169,85,3
600,7290103407506,72917589,0.861932296353709,0.045260709521379,4,1
601,7290104060403,7290104068539,0.841832517096914,0.182869045241823,6,1
602,7290104060403,8754415,0.782606490487018,0.150303773823109,5,2
603,7290104060403,7290102035007,0.79222637125848,0.1863825108714,114,3
604,7290104067198,8748384,0.703028340963951,0.0960577066323348,56,1
605,7290104067198,7610400091060,0.468304228627917,0.0416297312471098,13,2
606,7290104067198,7296073237662,0.482159504545195,0.0822304250563003,39,3
607,7290104068539,8750264,0.836571688694758,0.156731013756748,6,1
608,7290104068539,7290104060403,0.801393885974414,0.281124306752174,3,2
609,7290104068539,7290102035007,0.774456506164212,0.210394453779646,6,3
610,7290104720536,5197628,0.658467720634388,0.34547450676104,112,1
611,7290104720536,170053,0.571823691248195,0.286720763996532,68,2
612,7290104720536,7296073197461,0.571611398255033,0.401463609857943,86,3
613,7290105361707,171470,0.832900740856096,0.208330029921048,75,1
614,7290105361707,72917367,0.839241003818935,0.280464815380328,6,2
615,7290105361707,5000159486972,0.743022045566992,0.204387979723521,7,3
616,7290105363602,7290105364289,0.692965615303933,0.047784067478859,58,1
617,7290105363602,7290105364302,0.662490710864586,0.0342862910509101,56,2
618,7290105364289,7290105363602,0.752265389544845,0.0356314838609059,21,1
619,7290105364289,7290105364302,0.667215293449499,0.0275237166320079,21,2
620,7290105364302,7290105364289,0.729397685520821,0.0238062859557598,3,1
621,7290105961525,7290112349668,0.768070965935476,0.123342713582742,27,1
622,7290105961525,8748384,0.691500715734496,0.154481870112379,67,2
623,7290105961525,7296073413769,0.545941195237178,0.0718027158016046,7,3
624,7290106521612,7290106658479,0.60769587055771,0.0193130560713932,7,1
625,7290106521612,7290106521650,0.468983807789098,0.00792057758586914,11,2
626,7290106521612,7290112495556,0.292709528078351,0.00620980237373055,4,3
627,7290106521650,7290106521612,0.567823945067073,0.00434953115421094,3,1
628,7290106521650,7290112495556,0.500420915877732,0.0572659896025536,4,2
629,7290106657748,4009900455299,0.429568619975706,0.0463645251908457,7,1
630,7290106657748,4022309,0.411357137333542,0.0503364925065249,3,2
631,7290106657748,5000159376655,0.353920408149786,0.0369254772936213,3,3
632,7290106658479,72917589,0.838134042483285,0.170674150649692,3,1
633,7290106658479,7290106521612,0.72012569856874,0.151276169524723,5,2
634,7290106658479,72917367,0.662073203569824,0.279993518437987,15,3
635,7290106665491,7290110567309,0.448771034503011,0.0213603282187724,7,1
636,7290106665491,72917893,0.406886647028953,0.0173829009520189,43,2
637,7290106665491,7290112353399,0.41150347894132,0.0265575881842245,6,3
638,7290106665507,7290100850411,0.754740285305359,0.106753520781431,53,1
639,7290106665507,7290107951586,0.750225644203322,0.0947739597167955,4,2
640,7290106665507,7290107951579,0.774246419706225,0.304517140165789,104,3
641,7290106720695,7290100850459,0.657693821997023,0.0149453698880692,3,1
642,7290106720695,7290100850411,0.566093421811917,0.113806310690122,6,2
643,7290106721906,7290112340252,0.761119659636467,0.07891495049271,4,1
644,7290106721906,7290107937641,0.799902544958324,0.216463248883302,78,2
645,7290106721906,7290102035007,0.719441656647347,0.0993882175620388,22,3
646,7290106721913,7290107937627,0.91394960030335,0.0168770185147055,4,1
647,7290106721913,7290112342386,0.910713678202629,0.0107751318276161,6,2
648,7290106721913,4009900484060,0.71573185591071,0.00846740357146682,7,3
649,7290106721920,7290107937627,0.723029433566304,0.294565088379381,35,1
650,7290106721920,8754415,0.671221223816076,0.100982086734631,29,2
651,7290106721920,4009900531122,0.667707188952422,0.14471323945726,12,3
652,7290106727984,7290107931397,0.598217842606775,0.0132023048008817,17,1
653,7290107649605,7290112490124,0.818321647441381,0.295555300049568,56,1
654,7290107649605,7290112495556,0.466741444945808,0.157472701893845,8,2
655,7290107649605,7290112351210,0.534006667965111,0.343798968092325,3,3
656,7290107931397,7290106727984,0.70192156364898,0.0298647198812165,22,1
657,7290107931397,7290105364302,0.681818976761292,0.0326561434406694,11,2
658,7290107932240,7290107947992,0.616108368762226,0.194600326346277,10,1
659,7290107932240,7622300617820,0.554072005905196,0.265105831456741,4,2
660,7290107932240,7290112351197,0.524503057360599,0.197490343984388,10,3
661,7290107937627,7290106721920,0.744626106232122,0.200480167891439,11,1
662,7290107937627,7290107937634,0.745340432154805,0.275816613666988,20,2
663,7290107937627,7290112332875,0.65136110106062,0.0132541654344114,4,3
664,7290107937634,7290112342386,0.707958906478145,0.0247173489206262,3,1
665,7290107937634,7290112349897,0.720335672969571,0.0792714774816328,8,2
666,7290107937634,7290107937627,0.697861309566852,0.220861622413772,8,3
667,7290107937641,7290106721906,0.798005972311284,0.159205730095719,40,1
668,7290107937641,7290112335111,0.738566278812725,0.0836207894134144,35,2
669,7290107937641,7290112332899,0.65208000318034,0.274982514167284,40,3
670,7290107944380,7290115670301,0.677213278515292,0.0576171764175656,4,1
671,7290107944380,72917367,0.61973386493813,0.0898279974400515,18,2
672,7290107944380,72917329,0.59955656250754,0.142832628335582,67,3
673,7290107944717,7290106521612,0.651754969348867,0.0202581758291716,29,1
674,7290107944717,7290100850411,0.587064874721362,0.111209840585997,3,2
675,7290107944717,7290100850466,0.57159524708547,0.115997220072123,5,3
676,7290107947992,7290107932240,0.599214854939498,0.115389600801935,23,1
677,7290107947992,170053,0.492515710214154,0.0255461868555746,6,2
678,7290107947992,7290107948029,0.518895741253441,0.118159183537974,8,3
679,7290107948029,7290112351098,0.638123008019718,0.0854998560899372,13,1
680,7290107948029,7290112351210,0.608545469999595,0.152743942873988,3,2
681,7290107948029,7290107932240,0.590436401021112,0.0508775832787423,5,3
682,7290107951548,7290107951623,0.832093129126943,0.162500382626237,95,1
683,7290107951548,7290107951630,0.691714534099425,0.245776920494513,94,2
684,7290107951548,7290107948029,0.510021415303618,0.0353414157948364,3,3
685,7290107951579,7290107951586,0.724657557171657,0.302679922817271,26,1
686,7290107951579,7290102033911,0.632297039415781,0.138351525313613,18,2
687,7290107951579,7290106665507,0.702936306126995,0.423894196958065,659,3
688,7290107951623,7290107951548,0.629846375151581,0.189559536990462,217,1
689,7290107951623,7290107951630,0.638623683950394,0.231691827540835,167,2
690,7290107951623,7290112349651,0.382648545818321,0.0421030337280777,11,3
691,7290107951630,7290107951623,0.792271757738712,0.146798989205422,35,1
692,7290107951630,7290107951548,0.724747846258942,0.166809367159738,71,2
693,7290107951630,7290112351210,0.460032599401202,0.0467295311873889,19,3
694,7290107951715,7290112357618,0.833075057618517,0.0797526969265378,4,1
695,7290107951715,7290107937627,0.776656755809542,0.327268486759025,5,2
696,7290107951715,7290107937634,0.644689476046946,0.271244593768689,20,3
697,7290107957069,7290112340252,0.831957048186388,0.106790066945984,3,1
698,7290107957069,7290106721920,0.831529359046773,0.126959770213609,6,2
699,7290107957069,7290106721906,0.732655261158732,0.198175462930944,9,3
700,7290107958578,7290103407223,0.893577970858504,0.129452455756316,70,1
701,7290107958578,7290103402815,0.866929179106567,0.143328849174698,66,2
702,7290107958578,7290107958677,0.773872449271796,0.14572442276737,17,3
703,7290110567309,72917893,0.612363295401471,0.0871855768406748,25,1
704,7290111350986,7290111353239,0.767583523707595,0.0719225903712849,5,1
705,7290111350986,7290111353109,0.665894234664342,0.2082652065644,8,2
706,7290111351402,7290111351419,0.711568982443656,0.0167149332866228,14,1
707,7290111351402,7290112352699,0.582226987957839,0.0686493289499871,9,2
708,7290111351419,7290111351402,0.751541959295486,0.00504965094193222,5,1
709,7290111351419,7290112352699,0.587803118061362,0.0418896910990531,8,2
710,7290111352935,8001003100164,0.67572838369791,0.136786838137957,28,1
711,7290111352935,1817063,0.581302762807368,0.0592723273650708,41,2
712,7290111352935,7702174070201,0.441211619818959,0.0302876519568905,3,3
713,7290111352959,8850632604259,0.907717634028068,0.00887228844245348,4,1
714,7290111352959,8693323085100,0.89098021544836,0.108574976582003,17,2
715,7290111352959,7290111352966,0.808040096632418,0.0959105541603506,14,3
716,7290111352966,8683323063024,0.809435534531904,0.13224279158665,30,1
717,7290111352966,7290111352973,0.800994082455295,0.134568618610478,20,2
718,7290111352966,8693323084028,0.73118898401888,0.146901009734099,13,3
719,7290111352973,8683323063024,0.697395258207179,0.139402815971495,3,1
720,7290111352973,7290111352966,0.660626622298437,0.147043301155131,9,2
721,7290111353055,7290111353239,0.776741980785676,0.182602937674235,27,1
722,7290111353055,7290111353079,0.769020400267932,0.191281669416669,20,2
723,7290111353055,7290111353109,0.764731752984232,0.244287481410663,48,3
724,7290111353079,7290111353154,0.858047915151572,0.177394663999831,51,1
725,7290111353079,7290111353147,0.848380532876273,0.18843011881165,23,2
726,7290111353079,7290111353055,0.772434393315455,0.133487072360822,15,3
