,ParentProductNumber,ParentProductNumberSubs,prdictProbaMean,prdictProbaStd,countRows,rankMeanAndStd
58,3423909,7622300617820,0.340326062466919,0.145791619436672,5,3
59,3444009,5000159020312,0.468753434294402,0.251370410395092,3,1
60,3444009,3423909,0.473067301706902,0.353649650144126,66,2
61,3444009,80052760,0.429268888585079,0.316632049676475,4,3
62,3903955,8750400,0.945138207323911,0.0112396695204187,3,1
63,3903955,7290104724718,0.936448839227664,0.0233463525835882,7,2
64,3903955,8753982,0.888567696771042,0.0737588715154285,4,3
65,4014407,40000514480,0.776232840261876,0.288245615908523,144,1
66,4014407,40000494805,0.762814616145856,0.335791043849158,67,2
67,4014407,4043108,0.639975364461096,0.293565350473828,15,3
68,4022309,4014407,0.634282347294473,0.218366991987409,21,1
69,4022309,4043205,0.598960835553171,0.217472787694778,29,2
70,4022309,4043108,0.561737596773278,0.170079219244539,11,3
71,4043108,40000514480,0.793216949614076,0.145223228186241,86,1
72,4043108,40000512943,0.628156364770467,0.0252177479682521,7,2
73,4043108,40000494805,0.403991121790295,0.0840287117220091,5,3
74,4043205,40000514510,0.714068602069036,0.162079621615343,38,1
75,4043205,40000513056,0.637371206422764,0.0419676791345749,4,2
76,4043205,4043108,0.56478914096339,0.13009758752313,25,3
77,5197628,7290104720536,0.901101739419747,0.0687514929108595,31,1
78,5197628,170053,0.803686180633287,0.0294591721544796,38,2
79,5197628,7296073197461,0.530956793816416,0.00497083519191067,11,3
80,5197635,178134,0.907379056051935,0.00566282096708383,51,1
81,5197635,7290100852576,0.949164383001608,0.0465480909194674,84,2
82,5197635,7296073197478,0.69435102170519,0.00776083510220577,18,3
83,5199288,7290104060403,0.918856875189417,0.0437337426818582,4,1
84,5199288,8754415,0.862624062278582,0.0129985101823659,3,2
85,5199288,7290104068539,0.856588518854427,0.144215959354412,20,3
86,5199738,8754422,0.78486392975608,0.183551548845002,12,1
87,5199738,8754415,0.735955708361136,0.226565541768239,8,2
88,5200908,7290112351623,0.660545080031562,0.281668672534064,37,1
89,5200908,4000417222008,0.380044404566435,0.019083967367132,3,2
90,5200908,7290112358028,0.371936398887759,0.0282042903887236,6,3
91,6681553,6681560,0.542892820868042,0.0143917000862256,65,1
92,6681553,490311,0.466119998699273,0.00758371638350792,467,2
93,6681553,490779,0.451141276329279,0.00716830568857551,5,3
94,6681560,6681553,0.574498376308867,0.014870199801624,253,1
95,6681560,490311,0.454867462268092,0.00748215929701543,30,2
96,6681560,490779,0.456557751364006,0.00884998295812559,93,3
97,8470759,4009900013581,0.688428238778438,0.055848567027626,14,1
98,8470759,8470766,0.553494667455533,0.0201976414397266,12,2
99,8470766,4009900385824,0.638810915208773,0.130071404251733,6,1
100,8470766,8470759,0.564918687062739,0.00533991589372071,10,2
101,8747424,8750677,0.896256153002191,0.0222844458451638,3,1
102,8747424,7290112351210,0.827488700629134,0.216062244329629,10,2
103,8747424,7290112351197,0.797444569205721,0.251921946584199,13,3
104,8747431,8747424,0.697520981760708,0.159162497589956,18,1
105,8747431,72917367,0.695741683050607,0.179629202193241,6,2
106,8747431,72917893,0.65294063575451,0.129733095490042,5,3
107,8748384,7290104067198,0.689069049410309,0.0870241984792351,4,1
108,8748384,7290100857045,0.682358648274672,0.158007735999437,21,2
109,8748384,7290105961525,0.616415059778518,0.170635668160698,78,3
110,8750264,7290104060403,0.946757606554456,0.0171041521952403,4,1
111,8750264,7290104068539,0.803517101332928,0.185507793425684,38,2
112,8750264,5199738,0.77621076438875,0.242098608639023,7,3
113,8750400,7290112351104,0.957838330404611,0.0067585179516034,6,1
114,8750400,7290112348548,0.873218445413086,0.167324744800127,26,2
115,8750400,7290112351128,0.851056495021933,0.199023996875114,16,3
116,8753982,7290112348548,0.938252941604806,0.0149623988697818,4,1
117,8753982,7290104724718,0.930874703677522,0.0230030337290249,4,2
118,8753982,8747424,0.860742515220037,0.114729298233842,22,3
119,8754415,5199288,0.902776298590157,0.0905831334675985,3,1
120,8754415,5199738,0.84846159049953,0.151334494817277,11,2
121,8754415,7290106721920,0.735722644439357,0.121014911762128,7,3
122,8754422,8754415,0.846126114930564,0.192979495781284,10,1
123,8754422,5199738,0.821914052272168,0.119469172470715,19,2
124,8754422,8750264,0.796052715289509,0.288670629131108,3,3
125,40052403,3800020423578,0.816642465051095,0.300298501402752,30,1
126,40052403,5000189974579,0.703872345620325,0.244916097614766,16,2
127,40052403,3800020491393,0.675104784850737,0.397176773932524,6,3
128,40084107,8000500026731,0.791405079206153,0.029136191853102,9,1
129,40084107,80974482,0.749908898036082,0.13079267906089,24,2
130,40084107,80768258,0.668637329728896,0.219672736093801,13,3
131,40111216,5000159486972,0.927161018566553,0.0243363920543146,3,1
132,40111216,5000159459228,0.743622894130834,0.397998540531723,4,2
133,40111216,5000159461122,0.729635535265697,0.36028353084237,8,3
134,40345123,40000514480,0.613841207777879,0.266528146983707,18,1
135,40345123,7613035500877,0.577109952755606,0.245011371581315,15,2
136,40345123,40000514510,0.616563790744816,0.33060474272193,5,3
137,42101666,42306788,0.559568508744418,0.0150245822534739,3,1
138,42182108,42182115,0.661479812803661,0.171328618780189,8,1
139,42182108,42188889,0.539356711573052,0.164704859839026,6,2
140,42182108,4009900385824,0.498227235784872,0.0185663841529422,4,3
141,42182115,42182108,0.644667467656004,0.161320584223324,4,1
142,42182115,42188889,0.523518475100511,0.226835656695227,4,2
143,42188889,42182115,0.634749974017035,0.162201651843263,8,1
144,42188889,4009900512350,0.511894216230668,0.0170209574797485,7,2
145,42212119,4009900385824,0.521256822321454,0.0362118413861348,6,1
146,50312351,72909799,0.875228386463294,0.00189345866331038,3,1
147,50312351,161648,0.87367039606506,0.0123575107216373,3,2
148,50312351,72917589,0.347810346776984,0.0397792085981632,4,3
149,72909799,7290100249086,0.737011488314351,0.0138906103690752,4,1
150,72909799,7290112497918,0.782552513370657,0.254444617013813,7,2
151,72909799,161631,0.771509999850806,0.247104227238324,88,3
152,72917367,72917589,0.806731161037992,0.236520418328807,4,1
153,72917367,72918388,0.751760263668822,0.294398773988436,6,2
154,72917367,7290106521650,0.70326172584484,0.145037707984232,6,3
155,72917589,7290106658479,0.936160197629979,0.0201125845694343,7,1
156,72917589,72917893,0.744827029792511,0.125567661398452,4,2
157,72917589,7290112350350,0.724684536092142,0.101213169803911,6,3
158,72917893,7290106665491,0.69009584306922,0.0177806624024652,11,1
159,72917893,7290112348241,0.649007459289317,0.0660982641287746,5,2
160,72917893,7290112350350,0.611738861168088,0.0717664880875853,6,3
161,72918388,72917589,0.748975812495698,0.302900886960497,14,1
162,72918388,72917367,0.726445163010362,0.291460648051052,38,2
163,72918388,7290106658479,0.681335518969261,0.265422357857482,18,3
164,72991008,72917893,0.73299933111775,0.103629388133172,19,1
165,72993767,7290110567309,0.491054430996948,0.026696904584736,3,1
166,80001027,8000380106028,0.771087354983288,0.12457489642982,5,1
167,80001287,80001027,0.902351830635851,0.0346718950023561,5,1
168,80001287,5000159461122,0.835038324930189,0.0617547086152529,3,2
169,80001287,80001461,0.812514903881427,0.220207204987751,14,3
170,80001461,80001287,0.924064241568412,0.0251272888944056,7,1
171,80001461,80001027,0.715709952717957,0.303128046272141,4,2
172,80001461,8000380144044,0.691288243758318,0.221999322182226,4,3
173,80050025,80936848,0.721536835489473,0.155070060315995,4,1
174,80050025,8000500338827,0.360717077244925,0.0176452846462951,3,2
175,80050124,80936848,0.766401506077338,0.0307745544597926,5,1
176,80050124,80050025,0.738772818682346,0.118552250579769,6,2
177,80050124,8000500338827,0.392550244405118,0.0181364377293691,5,3
178,80050278,8000500037874,0.591751736590966,0.058321272036564,21,1
179,80050278,8000500192801,0.601482559402775,0.114394996868005,38,2
180,80050278,4101730002718,0.514613214053437,0.0791392687387906,3,3
181,80052760,80177609,0.723490701175197,0.354102473045982,10,1
182,80052760,8000500029350,0.69004391276521,0.278564817722253,83,2
183,80052760,8000500214138,0.654945917666581,0.208282596352783,4,3
184,80136194,8000500023624,0.798107065521099,0.305232024533768,296,1
185,80136194,8000500071083,0.430652079547162,0.0671306944251406,8,2
186,80136194,8000500167656,0.278741767169552,0.0965147745704686,3,3
187,80177609,80052760,0.734246994396053,0.323612049705031,35,1
188,80177609,8000500071083,0.710445520022277,0.296926494799411,123,2
189,80177609,80177616,0.711493080301192,0.363705310180978,350,3
190,80177616,80310167,0.891284736605415,0.00618945131585041,43,1
191,80177616,8000500071083,0.92365073409092,0.0221577197402266,168,2
192,80177616,80177609,0.844101251069977,0.0090076957211483,59,3
193,80310167,80177609,0.798326464762562,0.0280662279093511,19,1
194,80310167,80177616,0.831836987434372,0.0850005506815771,101,2
195,80310167,8000500071083,0.804839842114403,0.0956676704313892,110,3
196,80761761,80052760,0.845108791229403,0.307621715147665,680,1
197,80761761,8000500029350,0.76745584162019,0.209069910680364,27,2
198,80761761,8000500249352,0.588729842823593,0.20454241971796,3,3
199,80762362,80828174,0.708906438483742,0.077543538975366,5,1
200,80768258,80974482,0.789497693063863,0.153558295616621,13,1
201,80768258,40084107,0.712174959910249,0.243496785489713,5,2
202,80768890,80850885,0.77044861799136,0.0980931342844457,5,1
203,80768890,80804697,0.707956616939758,0.316471233395055,5,2
204,80769545,80948698,0.710777576420777,0.244033961238654,7,1
205,80769699,80850885,0.729960917261318,0.0939143197932984,5,1
206,80773429,80773443,0.821040941841263,0.110803171263534,5,1
207,80773429,80948698,0.733578838507522,0.196346823011691,9,2
208,80773429,80974215,0.675367578486122,0.0790481959608948,13,3
209,80773443,80913467,0.686360921357941,0.185892105491803,17,1
210,80773443,80773429,0.638192156590318,0.0366299736773859,3,2
211,80773443,80780595,0.620912858213064,0.104934910209365,13,3
212,80776307,80790990,0.767959628869577,0.230631050585071,28,1
213,80776307,80794233,0.674650808664394,0.0953972141691175,3,2
214,80776307,80780595,0.670022982840356,0.099896216556861,3,3
215,80780595,80773443,0.749585514709152,0.249001490614559,16,1
216,80780595,80794233,0.627744387508631,0.183349154982238,14,2
217,80780595,80850885,0.612045254955818,0.36988651941164,3,3
218,80790990,80773443,0.754968327231391,0.136426910763703,5,1
219,80790990,80913467,0.72741037301628,0.0969785284019895,4,2
220,80790990,80776307,0.63444898358524,0.109385218701908,9,3
221,80794233,80780595,0.689005082685307,0.138282734742915,15,1
222,80794233,80913467,0.606027245832125,0.343584831064481,19,2
223,80804697,80828174,0.754723063252995,0.0826141030913882,5,1
224,80804697,80768890,0.603156871837641,0.261548111513167,6,2
225,80804697,7290112349897,0.298569466224575,0.133061540076809,3,3
226,80828174,80762362,0.57684470191415,0.20532229323968,16,1
227,80831402,80854753,0.736422614420372,0.024262038028409198,4,1
228,80850885,80762362,0.728051731740083,0.0801113458944901,6,1
229,80850885,80828174,0.700282085678368,0.232131820562332,9,2
230,80854753,80831402,0.662385191971058,0.173230294152627,26,1
231,80896081,80913467,0.887745506749836,0.0245091099911239,3,1
232,80896081,80790990,0.756771606444924,0.329727401257584,5,2
233,80896081,80773429,0.691068140706421,0.248924287392261,16,3
234,80913467,80828174,0.712757336346749,0.066196738268728,3,1
235,80913467,80794233,0.639142285146331,0.102854869049945,12,2
236,80913467,80780595,0.591568723867628,0.0924423169566008,3,3
237,80926481,80896081,0.736726300534077,0.243751762195332,24,1
238,80926481,80974215,0.72687724871529,0.165053367875422,3,2
239,80936848,80050025,0.659355738729066,0.145750031859335,44,1
240,80936848,80050124,0.580217424081901,0.194183186173451,31,2
241,80936848,8000500338827,0.394107215413835,0.065491820489001,28,3
242,80948698,80896081,0.791121607610931,0.0970366001964892,4,1
243,80948698,80790990,0.790850884005181,0.131457207532341,4,2
244,80948698,80773429,0.706772120008699,0.276637017110694,7,3
245,80974215,80773429,0.627052671046947,0.307649074381812,34,1
246,80974215,80926481,0.592924166039114,0.0114799664244762,4,2
247,80974215,80776307,0.576445953045787,0.192916340358341,15,3
248,80974482,80768258,0.789963315827638,0.0785874315832818,13,1
249,80974482,40084107,0.648100130776771,0.230400596579812,7,2
250,87108019,2752349,0.790530345093952,0.191188211942337,3,1
251,87108538,2752332,0.861340813355604,0.065699474753968,34,1
252,87108538,2752349,0.835953857775715,0.0648853303972945,3,2
253,87108538,87311396,0.804717772184696,0.063456654929553,7,3
254,87108651,87108712,0.531786452030325,0.0114632883228407,4,1
255,87108712,2752332,0.635027679120187,0.0292330375848163,17,1
256,87108712,87108651,0.442649669495608,0.0159022332774648,37,2
257,87311396,2752332,0.836338871114507,0.101798243320503,91,1
258,87311396,87108538,0.778071638373726,0.130646181978985,24,2
259,9800800056,8032880800243,0.499208305832779,0.0784873850086932,15,1
260,9800800056,80052760,0.369641683583214,0.0420650367281302,4,2
261,25675120006,25675120037,0.882712280653204,0.122469752971864,54,1
262,25675120006,25675120020,0.835526913593512,0.232980498657045,54,2
263,25675120006,25675120044,0.803222891846321,0.258515169913667,16,3
264,25675120020,25675120068,0.854126411607441,0.193746150397847,17,1
265,25675120020,25675120037,0.798637612862283,0.236371632694576,19,2
266,25675120020,25675120006,0.772163535660277,0.272372313116567,8,3
267,25675120037,25675120020,0.846420663307938,0.225264847527592,63,1
268,25675120037,25675120006,0.828485114794225,0.186662110282308,57,2
269,25675120037,25675120044,0.777906993967274,0.285533704845845,13,3
270,25675120044,25675120037,0.926969202670348,0.0423851295939012,6,1
271,25675120044,25675120020,0.839748877966725,0.227275796256402,11,2
272,25675120068,25675120037,0.85696025717666,0.146949915961329,28,1
273,25675120068,25675120006,0.800901995870251,0.227813931429101,12,2
274,25675120068,25675120020,0.771752091942204,0.231964366923622,35,3
275,31290140107,31290140190,0.444520639506902,0.226397596729965,3,1
276,31290140107,31290140237,0.368563702943078,0.177040941359914,6,2
277,31290140176,31290140107,0.515326525976432,0.197800147477788,7,1
278,31290140190,31290140176,0.58455863278821,0.0780533088897433,5,1
279,31290140190,31290140251,0.539968597848788,0.245471176420144,4,2
280,31290140190,31290140107,0.465979267770841,0.198569808864435,7,3
281,31290140237,31290140251,0.380067663683558,0.222033688493312,10,1
282,31290140237,31290140190,0.375097709142971,0.288286790191851,3,2
283,31290140237,31290140107,0.366158551291745,0.25269013234938,3,3
284,31290140251,31290140237,0.33442461392907,0.185291801539203,4,1
285,34000544028,25675120037,0.430579787102645,0.032461837288628,15,1
286,34000544028,8850632604259,0.388621633128504,0.00288270919321388,3,2
287,40000494805,40000514480,0.855460344017536,0.257233494092878,154,1
288,40000494805,4043108,0.799667971110321,0.247280067697814,18,2
289,40000494805,4043205,0.671223681171878,0.279948982300385,37,3
290,40000512943,4043108,0.55407178032599,0.00545674236157447,3,1
291,40000512943,40000513056,0.489393089908916,0.0263029506681496,7,2
292,40000513056,4043205,0.566292573721659,0.0175610738853066,11,1
293,40000513056,40000514510,0.51610829721717,0.0580969213487806,4,2
294,40000513056,40000512943,0.452325090231552,0.0193705673105215,6,3
295,40000514480,40345123,0.815435190489587,0.039350500293983,4,1
296,40000514480,40000494805,0.724040068233025,0.311394448329739,110,2
297,40000514480,5000159020312,0.662575677234299,0.243018973189901,3,3
298,40000514510,40000514480,0.806519742165885,0.314472718773104,100,1
299,40000514510,4014407,0.689596433941256,0.25793179486714,18,2
300,40000514510,40000494805,0.730046949050414,0.363634654613551,82,3
301,70970471254,70970473609,0.660202307951265,0.0158549201008195,11,1
302,70970473562,70970473609,0.609154562119705,0.0118257394774067,3,1
303,70970473609,70970471254,0.692830262816383,0.0168291983000863,14,1
304,70970473609,70970473562,0.623973715806269,0.0303345534491291,3,2
305,77245110610,7290112336651,0.487268080473987,0.0150631128734358,3,1
306,77245110610,7290112337474,0.459910572767665,0.230921908483877,7,2
307,77245110610,7290112336644,0.455617382144556,0.152256065745796,30,3
308,602652257834,602652176753,0.61344780167647,0.17084974671367,6,1
309,602652257834,5000159528320,0.532847425228922,0.217055501325905,15,2
310,3045140105502,7622300617820,0.804753933014448,0.262733495903925,9,1
311,3045140105502,4025700001962,0.788664377978741,0.279502629291067,7,2
312,3045140105502,7622400005190,0.760793250140035,0.326898654893059,27,3
313,3045140280902,7622300617820,0.921232200860292,0.00540553395059731,3,1
314,3045140280902,4025700001023,0.828645826231069,0.250526944371022,20,2
315,3045140280902,7622300200237,0.739373510023441,0.0060615700468197,3,3
316,3046920010047,3046920029780,0.865452285945575,0.00586524072321119,3,1
317,3046920010047,3046920028004,0.722843468172052,0.215130664430206,20,2
318,3046920010047,3046920028363,0.585625347576235,0.216118705563484,12,3
319,3046920010801,7610400075770,0.564583156142409,0.0838283057205431,4,1
320,3046920010801,3046920029674,0.556887354032346,0.263647238443784,4,2
321,3046920010801,3046920010047,0.505023614775566,0.208093846114166,4,3
322,3046920016377,3046920028721,0.545220816811076,0.259108498878509,7,1
323,3046920016377,3046920029759,0.23925750899421,0.00627493496640388,3,2
324,3046920028004,3046920029780,0.768902249944123,0.234453543592317,109,1
325,3046920028004,3046920010047,0.746039585315876,0.241426597773185,96,2
326,3046920028004,3046920029759,0.543908118479214,0.257864472216374,4,3
327,3046920028363,3046920029681,0.678660091167814,0.197161394190678,28,1
328,3046920028363,3046920029759,0.596568008246161,0.217646059103023,17,2
329,3046920028363,3046920010047,0.579265100005351,0.273282368224252,15,3
330,3046920028721,3046920029759,0.702274097544099,0.202623682146885,16,1
331,3046920028752,3046920010801,0.51036503482122,0.172087675000819,3,1
332,3046920028752,7610400091060,0.523630612892541,0.230913523246112,10,2
333,3046920028752,3046920029674,0.514680881305243,0.234567554686519,4,3
334,3046920029674,7610400091060,0.707688253091622,0.226515711388801,26,1
335,3046920029674,3046920010801,0.631317867245762,0.158109974548793,28,2
336,3046920029674,3046920028752,0.575660768604603,0.150590086328401,58,3
337,3046920029681,3046920028363,0.738253197468566,0.19609692013176,24,1
338,3046920029681,3046920029780,0.679083743189744,0.284926660747152,12,2
339,3046920029759,3046920028004,0.590379857370975,0.359070703888513,5,1
340,3046920029759,3046920028363,0.532455798283025,0.290277996333587,63,2
341,3046920029759,3046920028721,0.437464797498201,0.250611284900168,44,3
342,3046920029780,3046920028004,0.754659083773447,0.190422430695728,38,1
343,3046920029780,3046920010047,0.564634922463561,0.271485830441278,4,2
344,3046920029780,3046920029681,0.521878668861143,0.242812363448793,28,3
345,3800020423578,3800020491393,0.804641800907917,0.316510424614111,16,1
346,3800020423578,5000189974579,0.726149948026247,0.225205942911066,3,2
347,3800020423578,40052403,0.772711165050751,0.336526174954468,12,3
348,3800020491393,3800020423578,0.799491449643947,0.279019983747761,151,1
349,3800020491393,40052403,0.668968970874587,0.371436046570186,13,2
350,3800020491393,171470,0.376720910900618,0.419302812069093,3,3
351,4000417019004,4000417224002,0.679407338821616,0.124505490461279,23,1
352,4000417019004,4000417222008,0.5247935899608,0.0221442122480244,9,2
353,4000417019004,4000417025005,0.35413660378242,0.0403626195986998,4,3
354,4000417025005,4000417022004,0.553949951270146,0.245875084582866,20,1
355,4000417025005,4000417938008,0.504629728385104,0.173745792764142,11,2
356,4000417025005,4000417222008,0.420638159881012,0.262885358831458,130,3
357,4000417222008,4000417019004,0.636708685395993,0.115697893282013,43,1
358,4000417222008,4000417224002,0.632019997242376,0.129899726799726,12,2
359,4000417222008,4000417938008,0.613419873512255,0.164433653955958,6,3
360,4000417224002,4000417938008,0.653575744700977,0.20795601428301,8,1
361,4000417224002,4000417222008,0.468281319545557,0.108109398841105,5,2
362,4000417224002,4000417019004,0.469975208771221,0.181255659617816,111,3
363,4000417454300,4000417651105,0.367019559839717,0.00506872957883117,4,1
364,4000417938008,4000417224002,0.708487132261717,0.110615505417629,7,1
365,4000417938008,4000417019004,0.450821725190467,0.209526605736533,4,2
366,4008400208220,8000500217740,0.589568104797514,0.015856130523578,7,1
367,4008400208220,8000500256213,0.542016748100669,0.00805046768012177,3,2
368,4008400208220,80310167,0.41687187568947,0.00348216463269715,3,3
369,4008400230726,40084107,0.442255017603988,0.0416696380679811,29,1
370,4008400230726,80768258,0.393349982949038,0.0375649406918266,4,2
371,4008400230726,80974482,0.368325086142095,0.0206606281496403,3,3
372,4008400284620,5413548280189,0.79457321769503,0.013316233153582,21,1
373,4008400284620,8000500249352,0.623036544374117,0.0241112963487272,4,2
374,4008400284620,8000500256213,0.447596471238539,0.00455892250037463,3,3
375,4009900013581,8470759,0.750228052448771,0.0054514912321376,3,1
376,4009900013581,4009900531122,0.585093145082035,0.174356185850467,7,2
377,4009900013581,4009900385824,0.585831852512766,0.297118352483418,31,3
378,4009900385824,4009900013581,0.478012837711912,0.345226496173812,23,1
379,4009900385824,4009900420129,0.46448214669999,0.0291493747181244,3,2
380,4009900402965,4009900458504,0.74864490164383,0.190509519794154,55,1
381,4009900402965,4009900403023,0.678645229845867,0.206796141919248,9,2
382,4009900402965,4009900479998,0.6616699049619,0.242772760057104,3,3
383,4009900403023,4009900420129,0.72472412087707,0.215091453246745,71,1
384,4009900403023,4009900484305,0.615819504108691,0.139952645019494,9,2
385,4009900403023,4009900531122,0.62996463541226,0.20252028615778,16,3
386,4009900406918,4009900379564,0.739353431995932,0.0280806584727004,4,1
387,4009900412056,4009900479998,0.919046173363377,0.0218635705291514,3,1
388,4009900412056,4009900458504,0.858168066310179,0.0936487509572675,7,2
389,4009900412056,4009900402965,0.816807476432427,0.111504877663415,8,3
390,4009900420129,4009900403023,0.8553969180238989,0.128847347762518,47,1
391,4009900420129,4009900531122,0.862672469527002,0.166317589690145,24,2
392,4009900420129,4009900482417,0.810715256076411,0.202501293483216,6,3
393,4009900426039,4009900483803,0.633635085098072,0.013727666648278,14,1
394,4009900426039,4009900420129,0.470795605959672,0.0028326606037392,3,2
395,4009900426039,4009900426121,0.504273559769321,0.0345170420104367,22,3
396,4009900426121,4009900491044,0.637375104488007,0.0121352004890185,9,1
397,4009900426121,42306788,0.591528778862441,0.0110166287893226,5,2
398,4009900426121,4009900426039,0.552483316587728,0.0302228910744511,10,3
399,4009900455299,4009900465304,0.804551284149728,0.240019183103806,40,1
400,4009900455299,4009900532327,0.445840283848434,0.0549554982078897,3,2
401,4009900455299,5000159376655,0.474678510752665,0.128357230797816,5,3
402,4009900458504,4009900420129,0.880722656508906,0.0689437295003452,4,1
403,4009900458504,4009900504218,0.85034921240062,0.143318752315848,4,2
404,4009900458504,4009900402965,0.829531179833915,0.145836103000098,76,3
405,4009900465304,4009900455299,0.530870774062392,0.338171767082495,12,1
406,4009900465304,7613035500877,0.438928203408813,0.0257009312079825,4,2
407,4009900465304,5000159376792,0.425058049276763,0.0380188363192857,3,3
408,4009900479998,4009900535632,0.90028958130748,0.0243275475340872,3,1
409,4009900479998,4009900402965,0.761985405753703,0.205417012736282,8,2
410,4009900479998,4009900403023,0.719274553615247,0.127820361361043,3,3
411,4009900482417,4009900531122,0.780489851864488,0.100530519377133,4,1
412,4009900482417,4009900403023,0.775462465666437,0.157517077501963,7,2
413,4009900482417,4009900496247,0.71459856549694,0.12905922730882,23,3
414,4009900483803,4009900426039,0.72313302965681,0.0168197322060195,8,1
415,4009900483803,4009900491044,0.581834534245632,0.020109837584931,4,2
416,4009900484060,4009900420129,0.785260404384261,0.0736149110878867,9,1
417,4009900484060,4009900484305,0.651578155870567,0.157697425922644,17,2
418,4009900484060,4009900484091,0.604821028202608,0.202360001015023,9,3
419,4009900484091,4009900531122,0.767291959866079,0.140854453942301,17,1
420,4009900484091,4009900484305,0.688162939844575,0.157494018200194,4,2
421,4009900484091,4009900484060,0.49783885649639,0.148852626015152,21,3
422,4009900484305,4009900484091,0.619140357554,0.221589820481124,5,1
423,4009900484305,4009900420129,0.615289221100092,0.191512649203075,4,2
424,4009900484305,4009900403023,0.611483552787955,0.161984191428348,4,3
425,4009900487283,4009900013581,0.672303496965408,0.142990473005767,11,1
426,4009900487283,4009900482417,0.583508506903755,0.177697505104468,5,2
427,4009900487283,4009900385824,0.521964330106248,0.184092270858164,6,3
428,4009900491044,4009900426121,0.694386558241552,0.00339487974528662,4,1
429,4009900496247,4009900482417,0.811766815332476,0.0858885401872534,3,1
430,4009900504218,4009900402965,0.800826544989849,0.192757163300755,21,1
431,4009900504218,4009900482417,0.626164962861929,0.2393127396437,8,2
432,4009900504218,4009900535632,0.605200882813166,0.21708134530893,20,3
433,4009900509770,4009900496247,0.532837395735463,0.210441772716608,3,1
434,4009900509992,4009900426039,0.485191044601475,0.0185619565945856,6,1
435,4009900512329,42182115,0.595944828299803,0.0165242430832614,6,1
436,4009900512329,4009900512350,0.485375000977937,0.0298560039470339,29,2
437,4009900512329,7290106721920,0.431519802416626,0.0205526592184323,3,3
438,4009900512350,42188889,0.580722827259306,0.00618986656347615,6,1
439,4009900512350,4009900523288,0.529510062813053,0.0288094407199631,36,2
440,4009900512350,4009900512329,0.518949240162651,0.0178674483427517,11,3
441,4009900521581,4009900420129,0.406397452434428,0.0232178849005069,4,1
442,4009900523288,4009900512329,0.588209399937495,0.0356098647330785,3,1
443,4009900525138,4009900482417,0.8236132860744,0.132411755038736,31,1
444,4009900525138,4009900403023,0.796255485841152,0.118092204678272,24,2
445,4009900525138,4009900479998,0.811798422019509,0.183707187795995,16,3
446,4009900531122,4009900412056,0.879413004385598,0.0680633838522345,4,1
447,4009900531122,4009900482417,0.876422515256947,0.137739434522459,16,2
448,4009900531122,4009900458504,0.822137275809964,0.201348459116686,6,3
449,4009900532327,5000159376792,0.838325470168439,0.018292786727148,7,1
450,4009900532327,5000159376655,0.864988069387688,0.096093122643298,26,2
451,4009900532327,40345123,0.678825918949134,0.0654976338611909,5,3
452,4009900535632,4009900479998,0.919412111813991,0.0145911454782704,5,1
453,4009900535632,4009900458504,0.917906769071777,0.0215502981635857,6,2
454,4009900535632,4009900402965,0.813441567194482,0.108727362988861,8,3
455,4009900536486,4009900482417,0.524422034218822,0.13388568761251,5,1
456,4014400900217,4014400901191,0.66010903777667,0.113078406688616,39,1
457,4014400901191,4014400900217,0.38032837789642,0.0103089966785958,3,1
458,4014400901191,4014400901405,0.366537335434451,0.249498585507631,3,2
459,4014400901405,4014400901191,0.664425589334401,0.194649473974167,10,1
460,4014400901405,4014400900217,0.620495536865647,0.0716509108547989,3,2
461,4014400901412,4014400901191,0.656920820171645,0.216420326492317,5,1
462,4014400901788,4014400910063,0.515629044475255,0.0150962339231304,3,1
463,4014400903409,4014400923711,0.669006680890735,0.0653370911679925,25,1
464,4014400904376,4014400904390,0.548549240268966,0.311929870362219,4,1
465,4014400904376,7290112337481,0.283496356798299,0.0299541531077633,3,2
466,4014400904376,7290111352935,0.274804361265893,0.000981106888762179,3,3
467,4014400907902,4014400914696,0.489926501970588,0.0245989377139341,4,1
468,4014400910063,4014400914696,0.446352139356914,0.0660142990877438,34,1
469,4014400910063,4014400920857,0.438175416319952,0.0514378489138637,13,2
470,4014400910063,4014400914924,0.429004709182674,0.00114369811563002,3,3
471,4014400914696,4014400920857,0.547854699644767,0.0864872018067044,26,1
472,4014400914696,4014400910063,0.453642632614873,0.0909966997048807,13,2
473,4014400914696,4014400914924,0.471336406832488,0.119309943216026,22,3
474,4014400914924,4014400914696,0.670193739848412,0.0474136696685772,21,1
475,4014400914924,4014400920857,0.522804875142874,0.154429450526419,20,2
476,4014400920857,4014400914696,0.591301456993277,0.08364197588866,15,1
477,4014400920857,4014400914924,0.569141276380061,0.026256333892359,17,2
478,4014400923711,4014400903409,0.54541343927466,0.0378168908657721,3,1
479,4014400923711,5000159462594,0.434332614793463,0.015510693754327,3,2
480,4025700001023,7622210163899,0.841348624758518,0.155617020801304,3,1
481,4025700001023,7622300200237,0.713819093275129,0.0120305350920098,3,2
482,4025700001023,7622300617820,0.766949315175733,0.342035788356317,15,3
483,4025700001962,7622300617820,0.928297482612934,0.0392966384432517,8,1
484,4025700001962,4025700001023,0.90429220556358,0.0443812124589006,6,2
485,4025700001962,7622300495046,0.870503634170346,0.0555454454716861,3,3
